YearMonth,In-Out,CompanyCode,TotalOrder,DetailContract,SVTTotal,SVTForeigner,OrderTotal,DetailOrderForeigner
2019-11-01,0,38,34,0,29,18,0,0
2019-11-01,0,34,80,0,15,1,0,0
2019-11-01,0,36,17,0,10,0,1,0
2019-11-01,0,21,60,0,8,0,0,0
2019-11-01,0,40,50,0,11,0,0,0
2019-11-01,0,17,0,0,0,0,0,0
2019-11-01,0,16,0,0,0,0,0,0
2019-11-01,0,39,40,0,4,0,0,0
2019-11-01,0,41,90,0,9,0,0,0
2019-11-01,0,32,60,0,0,0,0,0
2019-11-01,0,27,0,0,0,0,2,0
2019-11-01,0,42,30,0,8,0,4,0
2019-11-01,0,23,150,0,6,0,0,0
2019-11-01,0,43,30,0,4,0,7,0
2019-11-01,0,44,30,0,3,0,1,0
2019-11-01,0,67,40,0,2,0,1,0
2019-11-01,0,45,20,0,4,0,0,0
2019-11-01,0,46,50,0,3,0,0,0
2019-11-01,0,50,30,0,2,0,0,0
2019-11-01,0,51,6,0,3,0,0,0
2019-11-01,0,48,15,0,1,0,0,0
2019-11-01,0,49,20,0,2,0,2,0
2019-11-01,0,52,10,0,1,0,0,0
2019-11-01,0,33,50,0,3,0,1,0
2019-11-01,0,57,10,0,1,1,2,0
2019-11-01,0,26,30,0,2,0,10,0
2019-11-01,0,53,3,0,1,0,0,0
2019-11-01,0,54,6,0,2,1,1,0
2019-11-01,0,58,80,0,1,0,5,0
2019-11-01,0,59,12,0,1,0,0,0
2019-11-01,0,60,0,0,0,0,0,0
2019-11-01,0,61,10,0,8,0,5,0
2019-11-01,0,20,50,0,15,2,5,0
2019-11-01,0,35,10,0,0,0,3,3
2019-11-01,0,55,0,0,0,0,0,0
2019-11-01,0,56,0,0,0,0,0,0
2019-11-01,0,65,6,0,3,0,0,0
2019-11-01,0,66,16,0,3,0,2,0
2019-11-01,0,68,70,0,1,0,0,0
2019-11-01,0,69,135,0,3,0,0,0
2019-11-01,1,0,330,0,161,87,0,0
2019-11-01,1,1,207,207,157,88,1,0
2019-11-01,1,2,20,0,7,0,3,0
2019-11-01,1,3,12,0,10,8,0,0
2019-11-01,1,4,230,0,188,188,25,25
2019-11-01,1,5,96,96,96,94,20,15
2019-11-01,1,6,250,0,21,21,0,0
2019-11-01,1,7,2,0,1,0,10,0
2019-11-01,1,8,6,0,2,0,0,0
2019-11-01,1,9,3,0,0,0,0,0
2019-11-01,1,37,19,0,6,2,0,0
2019-11-01,1,11,240,0,70,58,10,0
2019-12-01,0,12,110,0,60,0,0,0
2019-12-01,0,64,190,0,2,0,3,3
2019-12-01,0,28,95,0,29,27,15,0
2019-12-01,0,29,12,0,3,0,0,0
2019-12-01,0,13,40,0,15,0,0,0
2019-12-01,0,14,200,0,8,0,16,0
2019-12-01,0,15,170,0,7,0,2,0
2019-12-01,0,38,34,0,29,18,0,0
2019-12-01,0,34,80,0,13,1,0,1
2019-12-01,0,36,16,0,9,0,0,0
2019-12-01,0,21,60,0,10,0,0,0
2019-12-01,0,40,50,0,10,0,0,0
2019-12-01,0,17,0,0,0,0,0,0
2019-12-01,0,16,0,0,0,0,0,0
2019-12-01,0,39,7,0,3,0,0,0
2019-12-01,0,41,80,0,8,0,1,0
2019-12-01,0,32,70,0,0,0,0,0
2019-12-01,0,27,1,0,0,0,2,0
2019-12-01,0,42,30,0,7,0,1,0
2019-12-01,0,43,30,0,4,0,7,0
2019-12-01,0,44,30,0,4,0,0,0
2019-12-01,0,67,40,0,3,0,0,0
2019-12-01,0,46,100,0,3,0,2,0
2019-12-01,0,50,20,0,2,0,1,0
2019-12-01,0,51,6,0,3,0,0,0
2019-12-01,0,48,15,0,1,0,2,0
2019-12-01,0,49,20,0,2,0,2,0
2019-12-01,0,33,80,0,4,0,1,0
2019-12-01,0,57,10,0,1,1,2,0
2019-12-01,0,26,40,0,2,0,5,0
2019-12-01,0,53,3,0,1,0,0,0
2019-12-01,0,54,6,0,2,1,1,0
2019-12-01,0,58,80,0,1,0,0,0
2019-12-01,0,59,12,0,1,0,1,0
2019-12-01,0,60,0,0,0,0,0,0
2019-12-01,0,61,10,0,8,0,5,0
2019-12-01,0,20,50,0,15,2,6,0
2019-12-01,0,35,11,0,1,1,14,14
2019-12-01,0,55,0,0,0,0,2,1
2019-12-01,0,56,0,0,0,0,0,0
2019-12-01,0,65,6,0,2,0,0,0
2019-12-01,0,66,16,0,3,0,2,0
2019-12-01,0,68,70,0,1,0,10,0
2019-12-01,0,69,138,0,3,0,1,0
2019-12-01,1,0,380,0,165,87,9,1
2019-12-01,1,1,215,215,155,88,0,0
2019-12-01,1,2,25,0,8,0,7,0
2019-12-01,1,3,11,0,10,8,0,0
2019-12-01,1,4,234,0,184,184,48,48
2019-12-01,1,5,96,96,96,94,20,15
2019-12-01,1,6,250,0,20,20,0,0
2019-12-01,1,7,2,0,2,1,14,14
2019-12-01,1,8,20,0,2,0,0,0
2019-12-01,1,9,3,0,0,0,0,0
2019-12-01,1,37,19,0,6,2,0,0
2019-12-01,1,11,240,0,70,58,10,0
2020-01-01,1,0,380,0,161,87,7,1
2020-01-01,1,1,211,211,156,88,1,0
2020-01-01,1,2,30,0,10,0,1,0
2020-01-01,1,3,8,0,7,6,0,0
2020-01-01,1,4,239,0,185,185,54,54
2020-01-01,1,5,95,95,95,93,40,40
2020-01-01,1,6,250,0,20,20,0,0
2020-01-01,1,7,28,0,4,1,0,0
2020-01-01,1,8,2,0,2,0,0,0
2020-01-01,1,9,3,0,0,0,0,0
2020-01-01,1,37,19,0,6,2,0,0
2020-01-01,1,11,240,0,70,58,10,0
2020-01-01,0,12,105,0,58,0,0,0
2020-01-01,0,64,185,0,2,0,2,2
2020-01-01,0,28,98,0,29,27,15,3
2020-01-01,0,29,12,0,3,0,1,0
2020-01-01,0,13,40,0,15,0,10,0
2020-01-01,0,14,220,0,9,0,12,0
2020-01-01,0,15,160,0,7,0,0,0
2020-01-01,0,38,34,0,29,18,1,1
2020-01-01,0,34,80,0,12,1,5,1
2020-01-01,0,36,16,0,9,0,0,0
2020-01-01,0,21,60,0,11,0,1,1
2020-01-01,0,40,50,0,10,0,0,0
2020-01-01,0,39,8,0,3,0,0,0
2020-01-01,0,41,80,0,8,0,0,0
2020-01-01,0,31,0,0,0,0,0,0
2020-01-01,0,32,70,0,0,0,0,0
2020-01-01,0,27,1,0,0,0,0,0
2020-01-01,0,42,30,0,7,0,1,0
2020-01-01,0,23,180,0,5,0,5,0
2020-01-01,0,43,30,0,4,0,7,0
2020-01-01,0,44,30,0,4,0,0,0
2020-01-01,0,67,40,0,3,0,0,0
2020-01-01,0,45,6,0,5,0,0,0
2020-01-01,0,46,100,50,3,0,10,0
2020-01-01,0,50,20,0,2,0,0,0
2020-01-01,0,51,6,0,3,0,0,0
2020-01-01,0,48,15,0,2,0,0,0
2020-01-01,0,49,20,0,2,0,1,0
2020-01-01,0,33,80,0,4,0,2,0
2020-01-01,0,57,10,0,1,1,1,0
2020-01-01,0,26,40,0,2,0,2,0
2020-01-01,0,53,5,0,1,1,0,0
2020-01-01,0,54,6,0,2,1,0,0
2020-01-01,0,58,80,0,1,0,0,0
2020-01-01,0,59,12,0,1,0,1,0
2020-01-01,0,60,0,0,0,0,0,0
2020-01-01,0,61,12,0,7,0,5,0
2020-01-01,0,20,50,0,13,2,6,0
2020-01-01,0,35,11,0,1,1,14,14
2020-01-01,0,65,6,0,2,0,0,0
2020-01-01,0,66,16,0,4,0,2,0
2020-01-01,0,68,68,0,1,0,10,0
2020-01-01,0,69,132,0,3,0,0,0
2020-02-01,1,0,380,0,149,88,6,0
2020-02-01,1,1,206,206,154,87,4,0
2020-02-01,1,2,30,0,9,0,2,0
2020-02-01,1,3,8,0,7,6,0,0
2020-02-01,1,4,241,0,187,187,54,54
2020-02-01,1,5,96,96,96,94,40,40
2020-02-01,1,6,200,0,20,20,0,0
2020-02-01,1,7,28,0,4,1,0,0
2020-02-01,1,8,2,0,2,0,0,0
2020-02-01,1,9,3,0,0,0,0,0
2020-02-01,1,37,19,0,5,2,0,0
2020-02-01,1,11,210,0,70,58,16,0
2020-02-01,0,12,105,0,57,0,0,0
2020-02-01,0,64,180,0,2,0,2,2
2020-02-01,0,28,110,0,29,27,0,0
2020-02-01,0,29,12,0,3,0,1,0
2020-02-01,0,13,45,0,16,0,7,0
2020-02-01,0,14,200,0,8,0,6,0
2020-02-01,0,15,150,0,7,0,0,0
2020-02-01,0,38,31,0,29,18,4,2
2020-02-01,0,34,80,0,12,1,3,1
2020-02-01,0,36,16,0,9,0,0,0
2020-02-01,0,21,60,0,11,0,0,0
2020-02-01,0,40,50,0,10,0,0,0
2020-02-01,0,41,80,0,8,0,0,0
2020-02-01,0,31,0,0,0,0,0,0
2020-02-01,0,32,70,0,0,0,0,0
2020-02-01,0,27,5,0,0,0,15,0
2020-02-01,0,42,30,0,7,0,1,0
2020-02-01,0,23,180,0,6,0,2,0
2020-02-01,0,43,30,0,4,0,6,0
2020-02-01,0,44,30,0,4,0,0,0
2020-02-01,0,67,40,0,3,0,1,0
2020-02-01,0,46,100,50,3,0,10,0
2020-02-01,0,50,20,0,2,0,0,0
2020-02-01,0,51,6,0,3,0,0,0
2020-02-01,0,48,15,0,1,0,2,0
2020-02-01,0,49,20,0,2,0,0,0
2020-02-01,0,33,80,0,3,0,1,0
2020-02-01,0,57,10,0,1,0,0,0
2020-02-01,0,26,50,0,2,0,20,0
2020-02-01,0,53,5,0,1,1,0,0
2020-02-01,0,54,30,0,2,1,2,1
2020-02-01,0,58,80,0,1,0,0,0
2020-02-01,0,59,12,0,2,0,2,0
2020-02-01,0,60,0,0,0,0,0,0
2020-02-01,0,61,12,0,7,0,5,0
2020-02-01,0,20,50,0,13,2,6,0
2020-02-01,0,35,11,0,1,1,14,14
2020-02-01,0,56,0,0,0,0,1,0
2020-02-01,0,65,6,0,2,0,1,1
2020-02-01,0,66,40,0,4,0,1,0
2020-02-01,0,68,75,0,2,0,2,0
2020-02-01,0,69,100,0,4,0,0,0
2020-03-01,1,0,380,0,154,88,3,0
2020-03-01,1,1,206,206,152,85,3,0
2020-03-01,1,2,35,0,9,0,4,0
2020-03-01,1,3,8,0,7,6,1,0
2020-03-01,1,4,238,0,186,186,54,54
2020-03-01,1,5,96,96,96,92,40,40
2020-03-01,1,6,150,0,20,20,0,0
2020-03-01,1,7,28,0,4,1,0,0
2020-03-01,1,8,2,0,2,0,0,0
2020-03-01,1,37,15,0,4,2,0,0
2020-03-01,1,11,230,0,74,62,6,12
2020-03-01,0,12,100,0,56,0,0,0
2020-03-01,0,64,180,0,2,0,0,0
2020-03-01,0,28,120,0,27,25,0,0
2020-03-01,0,29,12,0,3,0,1,0
2020-03-01,0,13,50,0,16,0,0,0
2020-03-01,0,14,190,0,8,0,6,0
2020-03-01,0,15,150,0,7,0,0,0
2020-03-01,0,38,34,0,29,18,0,0
2020-03-01,0,34,80,0,12,1,0,0
2020-03-01,0,36,16,0,8,0,0,0
2020-03-01,0,21,60,0,11,0,0,0
2020-03-01,0,40,50,0,10,0,0,0
2020-03-01,0,17,0,0,0,0,0,0
2020-03-01,0,16,0,0,0,0,0,0
2020-03-01,0,39,0,0,0,0,0,0
2020-03-01,0,41,80,0,8,0,0,0
2020-03-01,0,31,0,0,0,0,0,0
2020-03-01,0,32,70,0,0,0,0,0
2020-03-01,0,27,16,0,0,0,5,0
2020-03-01,0,42,30,0,7,0,0,0
2020-03-01,0,23,180,0,6,0,0,0
2020-03-01,0,43,30,0,0,0,2,0
2020-03-01,0,44,30,0,4,0,0,0
2020-03-01,0,67,40,0,3,0,0,0
2020-03-01,0,45,1,1,1,0,0,0
2020-03-01,0,46,100,50,3,0,10,0
2020-03-01,0,50,20,0,2,0,0,0
2020-03-01,0,51,6,0,3,0,0,0
2020-03-01,0,48,15,0,1,0,1,0
2020-03-01,0,49,15,0,2,0,0,0
2020-03-01,0,33,80,0,3,0,0,0
2020-03-01,0,57,10,0,0,1,0,0
2020-03-01,0,26,60,0,2,0,20,0
2020-03-01,0,53,4,0,0,0,0,0
2020-03-01,0,58,80,0,1,0,0,0
2020-03-01,0,59,12,0,2,0,1,0
2020-03-01,0,60,0,0,0,0,0,0
2020-03-01,0,61,8,0,3,0,5,0
2020-03-01,0,20,50,0,13,2,6,0
2020-03-01,0,35,11,0,1,1,10,10
2020-03-01,0,65,6,0,2,0,1,1
2020-03-01,0,66,40,0,5,0,0,0
2020-03-01,0,68,80,0,2,0,2,0
2020-03-01,0,69,90,0,4,0,0,0
2019-04-01,1,0,360,0,124,72,23,21
2019-04-01,1,1,203,203,140,77,9,9
2019-04-01,1,2,30,0,10,0,2,0
2019-04-01,1,3,12,0,11,9,0,0
2019-04-01,1,4,268,0,147,147,48,48
2019-04-01,1,5,75,75,75,73,36,36
2019-04-01,1,6,150,0,21,21,0,0
2019-04-01,1,7,0,0,0,0,0,0
2019-04-01,1,8,0,0,0,0,0,0
2019-04-01,1,9,60,0,53,50,0,0
2019-04-01,1,37,21,0,5,0,0,0
2019-04-01,1,11,240,0,78,62,10,10
2019-04-01,0,12,170,0,80,0,2,0
2019-04-01,0,64,200,0,2,0,5,3
2019-04-01,0,28,95,0,27,27,0,0
2019-04-01,0,29,13,0,2,0,1,0
2019-04-01,0,13,120,0,27,0,5,0
2019-04-01,0,14,200,0,12,0,2,0
2019-04-01,0,15,140,0,8,0,1,0
2019-04-01,0,38,28,0,22,11,3,0
2019-04-01,0,34,50,0,15,1,0,0
2019-04-01,0,36,20,0,10,0,0,0
2019-04-01,0,21,50,0,8,0,1,0
2019-04-01,0,40,50,0,10,0,2,0
2019-04-01,0,17,35,0,9,0,0,0
2019-04-01,0,16,50,0,5,0,0,0
2019-04-01,0,39,20,0,7,0,0,0
2019-04-01,0,41,100,0,7,0,0,0
2019-04-01,0,31,40,0,6,0,0,0
2019-04-01,0,32,270,0,5,0,0,0
2019-04-01,0,27,15,0,4,0,0,0
2019-04-01,0,42,30,0,6,0,4,0
2019-04-01,0,23,100,0,6,0,0,0
2019-04-01,0,43,30,0,5,0,1,0
2019-04-01,0,44,55,5,0,0,0,0
2019-04-01,0,67,30,0,2,0,0,0
2019-04-01,0,46,50,0,3,0,0,0
2019-04-01,0,50,80,0,2,0,0,0
2019-04-01,0,51,8,0,3,0,0,0
2019-04-01,0,48,15,0,2,0,0,0
2019-04-01,0,49,30,0,2,0,0,0
2019-04-01,0,33,20,0,1,0,2,0
2019-04-01,0,57,8,0,2,1,0,0
2019-04-01,0,26,15,0,1,0,0,0
2019-04-01,0,53,3,0,1,1,0,0
2019-04-01,0,54,2,0,2,1,1,0
2019-04-01,0,58,100,0,1,0,0,0
2019-04-01,0,59,10,0,1,0,3,0
2019-04-01,0,60,20,0,1,0,0,0
2019-04-01,0,61,5,0,1,0,7,0
2019-04-01,0,63,0,0,0,0,0,0
2019-04-01,0,20,38,0,9,1,5,1
2019-04-01,0,35,8,0,0,0,3,3
2019-04-01,0,56,1,0,1,0,0,0
2019-04-01,0,65,5,0,1,0,0,0
2019-04-01,0,66,25,0,2,0,0,0
2019-04-01,0,68,80,0,3,0,0,0
2019-04-01,0,69,130,0,1,0,0,0
2019-05-01,1,0,360,0,126,74,23,21
2019-05-01,1,1,204,204,143,77,9,9
2019-05-01,1,2,40,0,10,0,0,0
2019-05-01,1,3,12,0,11,9,0,0
2019-05-01,1,4,268,0,152,152,48,48
2019-05-01,1,5,75,75,75,73,30,30
2019-05-01,1,6,150,0,21,21,0,0
2019-05-01,1,7,0,0,0,0,0,0
2019-05-01,1,8,0,0,0,0,0,0
2019-05-01,1,9,60,0,49,47,0,0
2019-05-01,1,37,21,0,5,0,0,0
2019-05-01,1,11,240,0,74,62,6,0
2019-05-01,0,12,150,0,77,0,0,0
2019-05-01,0,64,200,0,2,0,3,3
2019-05-01,0,28,90,0,25,25,0,0
2019-05-01,0,29,13,0,2,0,0,0
2019-05-01,0,13,120,0,28,0,5,0
2019-05-01,0,14,200,0,11,0,2,0
2019-05-01,0,15,140,0,8,0,1,0
2019-05-01,0,38,28,0,22,12,6,6
2019-05-01,0,34,80,0,16,1,2,0
2019-05-01,0,36,20,0,10,0,0,0
2019-05-01,0,21,50,0,8,0,1,0
2019-05-01,0,40,50,0,10,0,2,0
2019-05-01,0,17,35,0,9,0,0,0
2019-05-01,0,16,50,0,4,0,0,0
2019-05-01,0,39,20,0,6,0,2,0
2019-05-01,0,41,100,0,7,0,0,0
2019-05-01,0,31,40,0,6,0,0,0
2019-05-01,0,32,170,0,3,0,0,0
2019-05-01,0,27,13,0,4,0,0,0
2019-05-01,0,42,30,0,6,0,4,0
2019-05-01,0,23,103,0,6,0,3,0
2019-05-01,0,43,30,0,4,0,1,0
2019-05-01,0,44,50,0,5,0,0,0
2019-05-01,0,67,30,0,2,0,0,0
2019-05-01,0,45,10,0,4,0,0,0
2019-05-01,0,46,50,0,3,0,0,0
2019-05-01,0,50,10,0,2,0,0,0
2019-05-01,0,51,8,0,3,0,0,0
2019-05-01,0,48,15,0,2,0,0,0
2019-05-01,0,49,30,0,2,0,0,0
2019-05-01,0,52,10,0,0,0,2,0
2019-05-01,0,33,25,0,2,0,2,0
2019-05-01,0,57,6,0,2,1,0,0
2019-05-01,0,26,15,0,1,0,0,0
2019-05-01,0,53,3,0,1,0,1,0
2019-05-01,0,54,4,0,2,1,1,0
2019-05-01,0,58,100,0,1,0,0,0
2019-05-01,0,59,10,0,1,3,3,0
2019-05-01,0,60,20,0,1,0,0,0
2019-05-01,0,61,5,0,1,0,7,0
2019-05-01,0,63,0,0,0,0,0,0
2019-05-01,0,20,39,0,10,1,5,1
2019-05-01,0,35,8,0,0,0,3,3
2019-05-01,0,55,1,0,1,0,0,1
2019-05-01,0,56,1,0,1,0,0,0
2019-05-01,0,65,5,0,1,0,0,0
2019-05-01,0,66,25,0,2,0,0,0
2019-05-01,0,68,80,0,3,0,2,0
2019-05-01,0,69,135,0,1,0,5,0
2019-06-01,1,0,360,0,136,84,10,9
2019-06-01,1,1,219,219,160,93,9,0
2019-06-01,1,2,30,0,10,0,0,0
2019-06-01,1,3,12,0,11,9,0,0
2019-06-01,1,4,258,0,157,157,37,37
2019-06-01,1,5,75,75,75,73,30,30
2019-06-01,1,6,150,0,21,21,0,0
2019-06-01,1,7,0,0,0,0,0,0
2019-06-01,1,8,0,0,0,0,0,0
2019-06-01,1,9,51,0,49,47,0,0
2019-06-01,1,37,21,0,5,0,0,0
2019-06-01,1,11,240,0,75,62,6,1
2019-06-01,0,12,150,0,75,0,0,0
2019-06-01,0,64,200,0,2,0,3,3
2019-06-01,0,28,90,0,25,25,1,0
2019-06-01,0,29,13,0,2,0,0,0
2019-06-01,0,13,110,0,26,0,0,0
2019-06-01,0,14,200,0,11,0,0,0
2019-06-01,0,15,140,0,8,0,2,0
2019-06-01,0,38,34,0,28,17,2,2
2019-06-01,0,34,80,0,15,1,0,0
2019-06-01,0,36,20,0,10,0,0,0
2019-06-01,0,21,50,0,8,0,0,0
2019-06-01,0,40,50,0,11,0,1,0
2019-06-01,0,17,35,0,8,0,0,0
2019-06-01,0,16,20,0,1,0,0,0
2019-06-01,0,39,30,0,6,0,0,0
2019-06-01,0,41,100,0,7,0,0,0
2019-06-01,0,31,40,0,6,0,0,0
2019-06-01,0,32,150,0,2,0,0,0
2019-06-01,0,27,12,0,4,0,0,0
2019-06-01,0,42,30,0,6,0,1,0
2019-06-01,0,23,105,0,7,0,2,0
2019-06-01,0,43,30,0,4,0,1,0
2019-06-01,0,44,30,0,4,0,0,0
2019-06-01,0,67,30,0,2,0,0,0
2019-06-01,0,45,10,0,4,0,0,0
2019-06-01,0,46,50,0,3,0,0,0
2019-06-01,0,50,10,0,2,0,0,0
2019-06-01,0,51,8,0,3,0,0,0
2019-06-01,0,48,15,0,2,0,0,0
2019-06-01,0,49,30,0,2,0,0,0
2019-06-01,0,52,3,0,1,0,0,0
2019-06-01,0,33,27,0,3,0,0,0
2019-06-01,0,57,6,0,2,1,0,0
2019-06-01,0,26,15,0,1,0,2,0
2019-06-01,0,53,3,0,1,1,0,0
2019-06-01,0,54,4,0,2,1,1,0
2019-06-01,0,58,100,0,1,0,0,0
2019-06-01,0,59,10,0,1,0,3,0
2019-06-01,0,60,20,0,1,0,0,0
2019-06-01,0,61,5,0,0,0,5,0
2019-06-01,0,63,0,0,0,0,0,0
2019-06-01,0,20,40,0,11,1,5,1
2019-06-01,0,35,10,0,0,0,3,3
2019-06-01,0,55,1,0,1,0,1,1
2019-06-01,0,56,0,0,0,0,0,0
2019-06-01,0,65,5,0,1,0,0,0
2019-06-01,0,66,20,0,1,0,0,0
2019-06-01,0,68,80,0,3,0,0,0
2019-06-01,0,69,150,0,4,0,1,1
2019-07-01,1,0,360,0,136,82,9,9
2019-07-01,1,1,211,211,157,88,4,0
2019-07-01,1,2,30,0,10,0,0,0
2019-07-01,1,3,14,0,12,9,1,0
2019-07-01,1,4,270,0,170,170,8,8
2019-07-01,1,5,84,84,84,84,20,20
2019-07-01,1,6,150,0,21,21,0,0
2019-07-01,1,7,0,0,0,0,0,0
2019-07-01,1,8,0,0,0,0,0,0
2019-07-01,1,9,6,0,3,2,0,0
2019-07-01,1,37,17,0,4,0,8,2
2019-07-01,1,11,240,0,75,62,3,0
2019-07-01,0,12,128,0,74,0,0,0
2019-07-01,0,64,200,0,2,0,3,3
2019-07-01,0,28,90,0,25,25,2,2
2019-07-01,0,29,13,0,2,0,1,0
2019-07-01,0,13,60,0,19,0,0,0
2019-07-01,0,14,200,0,12,0,0,0
2019-07-01,0,15,140,0,9,0,0,0
2019-07-01,0,38,34,0,28,18,0,0
2019-07-01,0,34,80,0,15,1,0,0
2019-07-01,0,36,17,0,9,0,0,0
2019-07-01,0,21,50,0,8,0,0,0
2019-07-01,0,40,50,0,11,0,3,3
2019-07-01,0,17,20,0,3,0,0,0
2019-07-01,0,16,5,0,1,0,0,0
2019-07-01,0,39,25,0,5,0,0,0
2019-07-01,0,41,100,0,7,0,2,0
2019-07-01,0,31,40,0,6,0,0,0
2019-07-01,0,32,100,0,1,0,0,0
2019-07-01,0,27,12,0,4,0,0,0
2019-07-01,0,42,30,0,7,0,0,0
2019-07-01,0,23,107,0,7,0,0,0
2019-07-01,0,43,30,0,4,0,1,0
2019-07-01,0,44,30,0,4,0,0,0
2019-07-01,0,67,30,0,2,0,1,0
2019-07-01,0,45,10,0,4,0,0,0
2019-07-01,0,46,50,0,3,0,0,0
2019-07-01,0,50,30,0,2,0,0,0
2019-07-01,0,51,8,0,3,0,0,0
2019-07-01,0,48,15,0,1,0,0,0
2019-07-01,0,49,20,0,2,0,0,0
2019-07-01,0,52,3,0,1,0,0,0
2019-07-01,0,33,30,0,4,0,1,2
2019-07-01,0,57,6,0,2,1,0,0
2019-07-01,0,26,15,0,1,0,0,0
2019-07-01,0,53,3,0,1,0,0,0
2019-07-01,0,54,4,0,2,1,1,0
2019-07-01,0,58,80,0,1,0,0,0
2019-07-01,0,59,10,0,2,0,1,0
2019-07-01,0,60,0,0,0,0,0,0
2019-07-01,0,61,4,0,4,0,5,0
2019-07-01,0,20,40,0,11,1,5,1
2019-07-01,0,35,10,0,0,0,3,3
2019-07-01,0,55,1,0,1,0,1,1
2019-07-01,0,56,0,0,0,0,0,0
2019-07-01,0,65,5,0,2,0,0,0
2019-07-01,0,66,20,0,1,0,2,0
2019-07-01,0,68,80,0,3,0,0,0
2019-07-01,0,69,140,0,4,0,2,2
2019-08-01,1,0,360,0,138,85,6,6
2019-08-01,1,1,220,220,160,89,0,0
2019-08-01,1,2,30,0,10,0,0,0
2019-08-01,1,3,13,0,10,8,1,0
2019-08-01,1,4,250,0,181,181,8,8
2019-08-01,1,5,94,94,94,92,10,10
2019-08-01,1,6,150,0,21,21,0,0
2019-08-01,1,7,0,0,0,0,0,0
2019-08-01,1,8,0,0,0,0,0,0
2019-08-01,1,9,3,0,0,0,0,0
2019-08-01,1,37,19,0,6,2,6,0
2019-08-01,1,11,240,0,70,59,0,0
2019-08-01,0,12,127,0,73,0,0,0
2019-08-01,0,64,200,0,2,0,3,3
2019-08-01,0,28,80,0,27,27,5,0
2019-08-01,0,29,10,0,2,0,0,0
2019-08-01,0,14,200,0,12,0,0,0
2019-08-01,0,15,140,0,7,0,1,0
2019-08-01,0,38,34,0,28,18,0,0
2019-08-01,0,34,80,0,15,1,0,0
2019-08-01,0,36,17,0,9,0,0,0
2019-08-01,0,21,50,0,8,0,0,0
2019-08-01,0,40,50,0,11,0,0,0
2019-08-01,0,17,0,0,0,0,0,0
2019-08-01,0,16,0,0,0,0,0,0
2019-08-01,0,41,100,0,7,0,0,0
2019-08-01,0,31,40,0,5,0,0,0
